Equation,Implies,Implied by,Does not imply,Not implied by,Unknown,Unknown by
Equation2079[x = ((x ◇ y) ◇ z) ◇ (z ◇ y)],25,1654,4668,3039,0,0
Equation2087[x = ((y ◇ x) ◇ x) ◇ (x ◇ x)],2,1734,4691,2959,0,0
Equation2088[x = ((y ◇ x) ◇ x) ◇ (x ◇ y)],2,1541,4691,3152,0,0
Equation2089[x = ((y ◇ x) ◇ x) ◇ (x ◇ z)],5,1499,4688,3194,0,0
Equation2090[x = ((y ◇ x) ◇ x) ◇ (y ◇ x)],4,1738,4689,2955,0,0
Equation2091[x = ((y ◇ x) ◇ x) ◇ (y ◇ y)],2,1496,4691,3197,0,0
Equation2093[x = ((y ◇ x) ◇ x) ◇ (z ◇ x)],7,1679,4686,3014,0,0
Equation2097[x = ((y ◇ x) ◇ y) ◇ (x ◇ x)],10,1731,4683,2962,0,0
Equation2098[x = ((y ◇ x) ◇ y) ◇ (x ◇ y)],3,1496,4690,3197,0,0
Equation2101[x = ((y ◇ x) ◇ y) ◇ (y ◇ y)],3,1512,4690,3181,0,0
Equation2115[x = ((y ◇ x) ◇ z) ◇ (z ◇ x)],7,1686,4686,3007,0,0
Equation2124[x = ((y ◇ y) ◇ x) ◇ (x ◇ x)],2,1742,4691,2951,0,0
Equation2125[x = ((y ◇ y) ◇ x) ◇ (x ◇ y)],2,1504,4691,3189,0,0
Equation2126[x = ((y ◇ y) ◇ x) ◇ (x ◇ z)],5,1499,4688,3194,0,0
Equation2127[x = ((y ◇ y) ◇ x) ◇ (y ◇ x)],2,1683,4691,3010,0,0
Equation2128[x = ((y ◇ y) ◇ x) ◇ (y ◇ y)],2,1556,4691,3137,0,0
Equation2132[x = ((y ◇ y) ◇ x) ◇ (z ◇ z)],18,1515,4675,3178,0,0
Equation2134[x = ((y ◇ y) ◇ y) ◇ (x ◇ x)],2,1680,4691,3013,0,0
Equation2238[x = (x ◇ (x ◇ (x ◇ x))) ◇ x],1,1994,4692,2699,0,0
Equation2240[x = (x ◇ (x ◇ (x ◇ y))) ◇ x],2,1817,4691,2876,0,0
Equation2241[x = (x ◇ (x ◇ (x ◇ y))) ◇ y],13,1719,4680,2974,0,0
Equation2243[x = (x ◇ (x ◇ (y ◇ x))) ◇ x],3,1822,4690,2871,0,0
Equation2244[x = (x ◇ (x ◇ (y ◇ x))) ◇ y],2,1720,4691,2973,0,0
Equation2246[x = (x ◇ (x ◇ (y ◇ y))) ◇ x],2,1836,4691,2857,0,0
Equation2247[x = (x ◇ (x ◇ (y ◇ y))) ◇ y],2,1679,4691,3014,0,0
Equation2253[x = (x ◇ (y ◇ (x ◇ x))) ◇ x],3,1794,4690,2899,0,0
Equation2254[x = (x ◇ (y ◇ (x ◇ x))) ◇ y],2,1707,4691,2986,0,0
Equation2256[x = (x ◇ (y ◇ (x ◇ y))) ◇ x],2,1837,4691,2856,0,0
Equation2257[x = (x ◇ (y ◇ (x ◇ y))) ◇ y],2,1687,4691,3006,0,0
Equation2259[x = (x ◇ (y ◇ (x ◇ z))) ◇ x],10,1769,4683,2924,0,0
Equation2260[x = (x ◇ (y ◇ (x ◇ z))) ◇ y],7,1686,4686,3007,0,0
Equation2263[x = (x ◇ (y ◇ (y ◇ x))) ◇ x],10,1815,4683,2878,0,0
Equation2264[x = (x ◇ (y ◇ (y ◇ x))) ◇ y],2,1688,4691,3005,0,0
Equation2266[x = (x ◇ (y ◇ (y ◇ y))) ◇ x],2,1784,4691,2909,0,0
Equation2273[x = (x ◇ (y ◇ (z ◇ x))) ◇ x],19,1771,4674,2922,0,0
Equation2277[x = (x ◇ (y ◇ (z ◇ y))) ◇ x],7,1773,4686,2920,0,0
Equation2281[x = (x ◇ (y ◇ (z ◇ z))) ◇ x],7,1778,4686,2915,0,0
Equation2290[x = (y ◇ (x ◇ (x ◇ x))) ◇ x],3,1615,4690,3078,0,0
Equation2291[x = (y ◇ (x ◇ (x ◇ x))) ◇ y],2,1554,4691,3139,0,0
Equation2293[x = (y ◇ (x ◇ (x ◇ y))) ◇ x],2,1600,4691,3093,0,0
Equation2294[x = (y ◇ (x ◇ (x ◇ y))) ◇ y],3,1496,4690,3197,0,0
Equation2296[x = (y ◇ (x ◇ (x ◇ z))) ◇ x],10,1573,4683,3120,0,0
Equation2300[x = (y ◇ (x ◇ (y ◇ x))) ◇ x],2,1608,4691,3085,0,0
Equation2301[x = (y ◇ (x ◇ (y ◇ x))) ◇ y],2,1496,4691,3197,0,0
Equation2303[x = (y ◇ (x ◇ (y ◇ y))) ◇ x],2,1591,4691,3102,0,0
Equation2304[x = (y ◇ (x ◇ (y ◇ y))) ◇ y],5,1511,4688,3182,0,0
Equation2306[x = (y ◇ (x ◇ (y ◇ z))) ◇ x],71,1574,4622,3119,0,0
Equation2310[x = (y ◇ (x ◇ (z ◇ x))) ◇ x],25,1578,4668,3115,0,0
Equation2314[x = (y ◇ (x ◇ (z ◇ y))) ◇ x],7,1574,4686,3119,0,0
Equation2318[x = (y ◇ (x ◇ (z ◇ z))) ◇ x],7,1584,4686,3109,0,0
Equation2327[x = (y ◇ (y ◇ (x ◇ x))) ◇ x],10,1645,4683,3048,0,0
Equation2328[x = (y ◇ (y ◇ (x ◇ x))) ◇ y],2,1496,4691,3197,0,0
Equation2330[x = (y ◇ (y ◇ (x ◇ y))) ◇ x],2,1581,4691,3112,0,0
Equation2337[x = (y ◇ (y ◇ (y ◇ x))) ◇ x],40,1573,4653,3120,0,0
Equation2338[x = (y ◇ (y ◇ (y ◇ x))) ◇ y],10,1546,4683,3147,0,0
Equation2340[x = (y ◇ (y ◇ (y ◇ y))) ◇ x],2,1596,4691,3097,0,0
Equation2347[x = (y ◇ (y ◇ (z ◇ x))) ◇ x],127,1569,4566,3124,0,0
Equation2351[x = (y ◇ (y ◇ (z ◇ y))) ◇ x],10,1571,4683,3122,0,0
Equation2355[x = (y ◇ (y ◇ (z ◇ z))) ◇ x],47,1592,4646,3101,0,0
Equation2364[x = (y ◇ (z ◇ (x ◇ x))) ◇ x],20,1590,4673,3103,0,0
Equation2368[x = (y ◇ (z ◇ (x ◇ y))) ◇ x],8,1574,4685,3119,0,0
Equation2372[x = (y ◇ (z ◇ (x ◇ z))) ◇ x],8,1577,4685,3116,0,0
Equation2381[x = (y ◇ (z ◇ (y ◇ x))) ◇ x],137,1569,4556,3124,0,0
Equation2385[x = (y ◇ (z ◇ (y ◇ y))) ◇ x],10,1578,4683,3115,0,0
Equation2389[x = (y ◇ (z ◇ (y ◇ z))) ◇ x],50,1583,4643,3110,0,0
Equation2398[x = (y ◇ (z ◇ (z ◇ x))) ◇ x],127,1569,4566,3124,0,0
Equation2402[x = (y ◇ (z ◇ (z ◇ y))) ◇ x],50,1574,4643,3119,0,0
Equation2406[x = (y ◇ (z ◇ (z ◇ z))) ◇ x],7,1580,4686,3113,0,0
Equation2415[x = (y ◇ (z ◇ (w ◇ x))) ◇ x],161,1568,4532,3125,0,0
Equation2420[x = (y ◇ (z ◇ (w ◇ y))) ◇ x],102,1567,4591,3126,0,0
Equation2441[x = (x ◇ ((x ◇ x) ◇ x)) ◇ x],1,2050,4692,2643,0,0
Equation2443[x = (x ◇ ((x ◇ x) ◇ y)) ◇ x],2,1810,4691,2883,0,0
Equation2444[x = (x ◇ ((x ◇ x) ◇ y)) ◇ y],2,1715,4691,2978,0,0
Equation2446[x = (x ◇ ((x ◇ y) ◇ x)) ◇ x],9,1814,4684,2879,0,0
Equation2447[x = (x ◇ ((x ◇ y) ◇ x)) ◇ y],3,1727,4690,2966,0,0
Equation2449[x = (x ◇ ((x ◇ y) ◇ y)) ◇ x],2,1862,4691,2831,0,0
Equation2450[x = (x ◇ ((x ◇ y) ◇ y)) ◇ y],16,1679,4677,3014,0,0
Equation2452[x = (x ◇ ((x ◇ y) ◇ z)) ◇ x],12,1786,4681,2907,0,0
Equation2456[x = (x ◇ ((y ◇ x) ◇ x)) ◇ x],3,1809,4690,2884,0,0
Equation2457[x = (x ◇ ((y ◇ x) ◇ x)) ◇ y],2,1771,4691,2922,0,0
Equation2459[x = (x ◇ ((y ◇ x) ◇ y)) ◇ x],2,1842,4691,2851,0,0
Equation2460[x = (x ◇ ((y ◇ x) ◇ y)) ◇ y],2,1690,4691,3003,0,0
Equation2462[x = (x ◇ ((y ◇ x) ◇ z)) ◇ x],12,1770,4681,2923,0,0
Equation2466[x = (x ◇ ((y ◇ y) ◇ x)) ◇ x],2,1847,4691,2846,0,0
Equation2467[x = (x ◇ ((y ◇ y) ◇ x)) ◇ y],2,1690,4691,3003,0,0
Equation2469[x = (x ◇ ((y ◇ y) ◇ y)) ◇ x],2,1772,4691,2921,0,0
Equation2472[x = (x ◇ ((y ◇ y) ◇ z)) ◇ x],5,1769,4688,2924,0,0
Equation2484[x = (x ◇ ((y ◇ z) ◇ z)) ◇ x],7,1769,4686,2924,0,0
Equation2493[x = (y ◇ ((x ◇ x) ◇ x)) ◇ x],3,1592,4690,3101,0,0
Equation2496[x = (y ◇ ((x ◇ x) ◇ y)) ◇ x],2,1661,4691,3032,0,0
Equation2497[x = (y ◇ ((x ◇ x) ◇ y)) ◇ y],2,1496,4691,3197,0,0
Equation2499[x = (y ◇ ((x ◇ x) ◇ z)) ◇ x],284,1567,4409,3126,0,0
Equation2503[x = (y ◇ ((x ◇ y) ◇ x)) ◇ x],3,1609,4690,3084,0,0
Equation2504[x = (y ◇ ((x ◇ y) ◇ x)) ◇ y],2,1496,4691,3197,0,0
Equation2506[x = (y ◇ ((x ◇ y) ◇ y)) ◇ x],2,1573,4691,3120,0,0
Equation2507[x = (y ◇ ((x ◇ y) ◇ y)) ◇ y],14,1545,4679,3148,0,0
Equation2513[x = (y ◇ ((x ◇ z) ◇ x)) ◇ x],120,1575,4573,3118,0,0
Equation2517[x = (y ◇ ((x ◇ z) ◇ y)) ◇ x],48,1571,4645,3122,0,0
Equation2530[x = (y ◇ ((y ◇ x) ◇ x)) ◇ x],2,1628,4691,3065,0,0
Equation2531[x = (y ◇ ((y ◇ x) ◇ x)) ◇ y],2,1496,4691,3197,0,0
Equation2533[x = (y ◇ ((y ◇ x) ◇ y)) ◇ x],2,1575,4691,3118,0,0
Equation2534[x = (y ◇ ((y ◇ x) ◇ y)) ◇ y],2,1583,4691,3110,0,0
Equation2536[x = (y ◇ ((y ◇ x) ◇ z)) ◇ x],153,1567,4540,3126,0,0
Equation2538[x = (y ◇ ((y ◇ x) ◇ z)) ◇ z],5,1526,4688,3167,0,0
Equation2540[x = (y ◇ ((y ◇ y) ◇ x)) ◇ x],2,1583,4691,3110,0,0
Equation2541[x = (y ◇ ((y ◇ y) ◇ x)) ◇ y],2,1524,4691,3169,0,0
Equation2543[x = (y ◇ ((y ◇ y) ◇ y)) ◇ x],2,1621,4691,3072,0,0
Equation2550[x = (y ◇ ((y ◇ z) ◇ x)) ◇ x],128,1574,4565,3119,0,0
Equation2554[x = (y ◇ ((y ◇ z) ◇ y)) ◇ x],75,1573,4618,3120,0,0
Equation2558[x = (y ◇ ((y ◇ z) ◇ z)) ◇ x],45,1584,4648,3109,0,0
Equation2571[x = (y ◇ ((z ◇ x) ◇ y)) ◇ x],51,1571,4642,3122,0,0
Equation2584[x = (y ◇ ((z ◇ y) ◇ x)) ◇ x],60,1575,4633,3118,0,0
Equation2588[x = (y ◇ ((z ◇ y) ◇ y)) ◇ x],9,1571,4684,3122,0,0
Equation2592[x = (y ◇ ((z ◇ y) ◇ z)) ◇ x],10,1579,4683,3114,0,0
Equation2609[x = (y ◇ ((z ◇ z) ◇ z)) ◇ x],7,1567,4686,3126,0,0
Equation2644[x = ((x ◇ x) ◇ (x ◇ x)) ◇ x],1,1927,4692,2766,0,0
Equation2646[x = ((x ◇ x) ◇ (x ◇ y)) ◇ x],2,1768,4691,2925,0,0
Equation2647[x = ((x ◇ x) ◇ (x ◇ y)) ◇ y],2,1664,4691,3029,0,0
Equation2649[x = ((x ◇ x) ◇ (y ◇ x)) ◇ x],3,1736,4690,2957,0,0
Equation2650[x = ((x ◇ x) ◇ (y ◇ x)) ◇ y],2,1666,4691,3027,0,0
Equation2652[x = ((x ◇ x) ◇ (y ◇ y)) ◇ x],2,1781,4691,2912,0,0
Equation2653[x = ((x ◇ x) ◇ (y ◇ y)) ◇ y],9,1645,4684,3048,0,0
Equation2659[x = ((x ◇ y) ◇ (x ◇ x)) ◇ x],2,1769,4691,2924,0,0
Equation2660[x = ((x ◇ y) ◇ (x ◇ x)) ◇ y],2,1664,4691,3029,0,0
Equation2662[x = ((x ◇ y) ◇ (x ◇ y)) ◇ x],2,1783,4691,2910,0,0
Equation2665[x = ((x ◇ y) ◇ (x ◇ z)) ◇ x],5,1725,4688,2968,0,0
Equation2666[x = ((x ◇ y) ◇ (x ◇ z)) ◇ y],36,1643,4657,3050,0,0
Equation2669[x = ((x ◇ y) ◇ (y ◇ x)) ◇ x],2,1745,4691,2948,0,0
Equation2670[x = ((x ◇ y) ◇ (y ◇ x)) ◇ y],2,1646,4691,3047,0,0
Equation2672[x = ((x ◇ y) ◇ (y ◇ y)) ◇ x],2,1734,4691,2959,0,0
Equation2675[x = ((x ◇ y) ◇ (y ◇ z)) ◇ x],5,1718,4688,2975,0,0
Equation2679[x = ((x ◇ y) ◇ (z ◇ x)) ◇ x],12,1725,4681,2968,0,0
Equation2683[x = ((x ◇ y) ◇ (z ◇ y)) ◇ x],10,1718,4683,2975,0,0
Equation2687[x = ((x ◇ y) ◇ (z ◇ z)) ◇ x],6,1730,4687,2963,0,0
Equation2696[x = ((y ◇ x) ◇ (x ◇ x)) ◇ x],3,1622,4690,3071,0,0
Equation2697[x = ((y ◇ x) ◇ (x ◇ x)) ◇ y],2,1520,4691,3173,0,0
Equation2699[x = ((y ◇ x) ◇ (x ◇ y)) ◇ x],2,1589,4691,3104,0,0
Equation2700[x = ((y ◇ x) ◇ (x ◇ y)) ◇ y],2,1496,4691,3197,0,0
Equation2702[x = ((y ◇ x) ◇ (x ◇ z)) ◇ x],12,1573,4681,3120,0,0
Equation2706[x = ((y ◇ x) ◇ (y ◇ x)) ◇ x],10,1644,4683,3049,0,0
Equation2707[x = ((y ◇ x) ◇ (y ◇ x)) ◇ y],7,1496,4686,3197,0,0
Equation2709[x = ((y ◇ x) ◇ (y ◇ y)) ◇ x],2,1582,4691,3111,0,0
Equation2710[x = ((y ◇ x) ◇ (y ◇ y)) ◇ y],2,1523,4691,3170,0,0
Equation2712[x = ((y ◇ x) ◇ (y ◇ z)) ◇ x],28,1569,4665,3124,0,0
Equation2716[x = ((y ◇ x) ◇ (z ◇ x)) ◇ x],127,1575,4566,3118,0,0
Equation2724[x = ((y ◇ x) ◇ (z ◇ z)) ◇ x],47,1579,4646,3114,0,0
Equation2733[x = ((y ◇ y) ◇ (x ◇ x)) ◇ x],10,1652,4683,3041,0,0
Equation2734[x = ((y ◇ y) ◇ (x ◇ x)) ◇ y],2,1498,4691,3195,0,0
Equation2736[x = ((y ◇ y) ◇ (x ◇ y)) ◇ x],2,1580,4691,3113,0,0
Equation2737[x = ((y ◇ y) ◇ (x ◇ y)) ◇ y],7,1517,4686,3176,0,0
Equation2739[x = ((y ◇ y) ◇ (x ◇ z)) ◇ x],68,1575,4625,3118,0,0
Equation2743[x = ((y ◇ y) ◇ (y ◇ x)) ◇ x],2,1583,4691,3110,0,0
Equation2744[x = ((y ◇ y) ◇ (y ◇ x)) ◇ y],2,1511,4691,3182,0,0
Equation2746[x = ((y ◇ y) ◇ (y ◇ y)) ◇ x],2,1621,4691,3072,0,0
Equation2778[x = ((y ◇ z) ◇ (x ◇ z)) ◇ x],8,1573,4685,3120,0,0
Equation2787[x = ((y ◇ z) ◇ (y ◇ x)) ◇ x],127,1574,4566,3119,0,0
Equation2804[x = ((y ◇ z) ◇ (z ◇ x)) ◇ x],59,1575,4634,3118,0,0
Equation2808[x = ((y ◇ z) ◇ (z ◇ y)) ◇ x],5,1573,4688,3120,0,0
Equation2812[x = ((y ◇ z) ◇ (z ◇ z)) ◇ x],7,1578,4686,3115,0,0
Equation2847[x = ((x ◇ (x ◇ x)) ◇ x) ◇ x],1,1939,4692,2754,0,0
Equation2849[x = ((x ◇ (x ◇ x)) ◇ y) ◇ x],2,1724,4691,2969,0,0
Equation2850[x = ((x ◇ (x ◇ x)) ◇ y) ◇ y],6,1690,4687,3003,0,0
Equation2852[x = ((x ◇ (x ◇ y)) ◇ x) ◇ x],2,1781,4691,2912,0,0
Equation2853[x = ((x ◇ (x ◇ y)) ◇ x) ◇ y],2,1682,4691,3011,0,0
Equation2855[x = ((x ◇ (x ◇ y)) ◇ y) ◇ x],2,1744,4691,2949,0,0
Equation2856[x = ((x ◇ (x ◇ y)) ◇ y) ◇ y],3,1646,4690,3047,0,0
Equation2862[x = ((x ◇ (y ◇ x)) ◇ x) ◇ x],3,1754,4690,2939,0,0
Equation2863[x = ((x ◇ (y ◇ x)) ◇ x) ◇ y],2,1708,4691,2985,0,0
Equation2865[x = ((x ◇ (y ◇ x)) ◇ y) ◇ x],2,1750,4691,2943,0,0
Equation2866[x = ((x ◇ (y ◇ x)) ◇ y) ◇ y],2,1646,4691,3047,0,0
Equation2868[x = ((x ◇ (y ◇ x)) ◇ z) ◇ x],14,1718,4679,2975,0,0
Equation2872[x = ((x ◇ (y ◇ y)) ◇ x) ◇ x],2,1774,4691,2919,0,0
Equation2873[x = ((x ◇ (y ◇ y)) ◇ x) ◇ y],2,1644,4691,3049,0,0
Equation2875[x = ((x ◇ (y ◇ y)) ◇ y) ◇ x],2,1724,4691,2969,0,0
Equation2878[x = ((x ◇ (y ◇ y)) ◇ z) ◇ x],5,1718,4688,2975,0,0
Equation2883[x = ((x ◇ (y ◇ z)) ◇ x) ◇ y],11,1643,4682,3050,0,0
Equation2886[x = ((x ◇ (y ◇ z)) ◇ y) ◇ x],5,1720,4688,2973,0,0
Equation2890[x = ((x ◇ (y ◇ z)) ◇ z) ◇ x],11,1718,4682,2975,0,0
Equation2899[x = ((y ◇ (x ◇ x)) ◇ x) ◇ x],3,1600,4690,3093,0,0
Equation2900[x = ((y ◇ (x ◇ x)) ◇ x) ◇ y],2,1524,4691,3169,0,0
Equation2902[x = ((y ◇ (x ◇ x)) ◇ y) ◇ x],2,1627,4691,3066,0,0
Equation2903[x = ((y ◇ (x ◇ x)) ◇ y) ◇ y],2,1496,4691,3197,0,0
Equation2909[x = ((y ◇ (x ◇ y)) ◇ x) ◇ x],2,1652,4691,3041,0,0
Equation2910[x = ((y ◇ (x ◇ y)) ◇ x) ◇ y],2,1496,4691,3197,0,0
Equation2912[x = ((y ◇ (x ◇ y)) ◇ y) ◇ x],2,1568,4691,3125,0,0
Equation2919[x = ((y ◇ (x ◇ z)) ◇ x) ◇ x],10,1591,4683,3102,0,0
Equation2936[x = ((y ◇ (y ◇ x)) ◇ x) ◇ x],10,1632,4683,3061,0,0
Equation2937[x = ((y ◇ (y ◇ x)) ◇ x) ◇ y],2,1496,4691,3197,0,0
Equation2939[x = ((y ◇ (y ◇ x)) ◇ y) ◇ x],2,1567,4691,3126,0,0
Equation2940[x = ((y ◇ (y ◇ x)) ◇ y) ◇ y],2,1568,4691,3125,0,0
Equation2946[x = ((y ◇ (y ◇ y)) ◇ x) ◇ x],2,1593,4691,3100,0,0
Equation2947[x = ((y ◇ (y ◇ y)) ◇ x) ◇ y],2,1560,4691,3133,0,0
Equation2949[x = ((y ◇ (y ◇ y)) ◇ y) ◇ x],2,1583,4691,3110,0,0
Equation2964[x = ((y ◇ (y ◇ z)) ◇ z) ◇ x],47,1573,4646,3120,0,0
Equation2973[x = ((y ◇ (z ◇ x)) ◇ x) ◇ x],52,1591,4641,3102,0,0
Equation2990[x = ((y ◇ (z ◇ y)) ◇ x) ◇ x],11,1591,4682,3102,0,0
Equation2994[x = ((y ◇ (z ◇ y)) ◇ y) ◇ x],7,1567,4686,3126,0,0
Equation2998[x = ((y ◇ (z ◇ y)) ◇ z) ◇ x],50,1579,4643,3114,0,0
Equation3007[x = ((y ◇ (z ◇ z)) ◇ x) ◇ x],8,1592,4685,3101,0,0
Equation3011[x = ((y ◇ (z ◇ z)) ◇ y) ◇ x],47,1580,4646,3113,0,0
Equation3050[x = (((x ◇ x) ◇ x) ◇ x) ◇ x],1,2076,4692,2617,0,0
Equation3051[x = (((x ◇ x) ◇ x) ◇ x) ◇ y],227,1705,4466,2988,0,0
Equation3052[x = (((x ◇ x) ◇ x) ◇ y) ◇ x],2,1802,4691,2891,0,0
Equation3053[x = (((x ◇ x) ◇ x) ◇ y) ◇ y],10,1778,4683,2915,0,0
Equation3055[x = (((x ◇ x) ◇ y) ◇ x) ◇ x],2,1807,4691,2886,0,0
Equation3056[x = (((x ◇ x) ◇ y) ◇ x) ◇ y],2,1744,4691,2949,0,0
Equation3058[x = (((x ◇ x) ◇ y) ◇ y) ◇ x],2,1890,4691,2803,0,0
Equation3059[x = (((x ◇ x) ◇ y) ◇ y) ◇ y],6,1706,4687,2987,0,0
Equation3061[x = (((x ◇ x) ◇ y) ◇ z) ◇ x],19,1779,4674,2914,0,0
Equation3065[x = (((x ◇ y) ◇ x) ◇ x) ◇ x],2,1832,4691,2861,0,0
Equation3066[x = (((x ◇ y) ◇ x) ◇ x) ◇ y],2,1793,4691,2900,0,0
Equation3068[x = (((x ◇ y) ◇ x) ◇ y) ◇ x],2,1835,4691,2858,0,0
Equation3069[x = (((x ◇ y) ◇ x) ◇ y) ◇ y],2,1706,4691,2987,0,0
Equation3071[x = (((x ◇ y) ◇ x) ◇ z) ◇ x],9,1801,4684,2892,0,0
Equation3075[x = (((x ◇ y) ◇ y) ◇ x) ◇ x],2,1879,4691,2814,0,0
Equation3076[x = (((x ◇ y) ◇ y) ◇ x) ◇ y],2,1706,4691,2987,0,0
Equation3078[x = (((x ◇ y) ◇ y) ◇ y) ◇ x],4,1784,4689,2909,0,0
Equation3079[x = (((x ◇ y) ◇ y) ◇ y) ◇ y],2,1798,4691,2895,0,0
Equation3085[x = (((x ◇ y) ◇ z) ◇ x) ◇ x],5,1804,4688,2889,0,0
Equation3089[x = (((x ◇ y) ◇ z) ◇ y) ◇ x],12,1780,4681,2913,0,0
Equation3091[x = (((x ◇ y) ◇ z) ◇ y) ◇ z],5,1730,4688,2963,0,0
Equation3093[x = (((x ◇ y) ◇ z) ◇ z) ◇ x],12,1781,4681,2912,0,0
Equation3102[x = (((y ◇ x) ◇ x) ◇ x) ◇ x],40,1597,4653,3096,0,0
Equation3103[x = (((y ◇ x) ◇ x) ◇ x) ◇ y],11,1538,4682,3155,0,0
Equation3105[x = (((y ◇ x) ◇ x) ◇ y) ◇ x],3,1599,4690,3094,0,0
Equation3106[x = (((y ◇ x) ◇ x) ◇ y) ◇ y],2,1496,4691,3197,0,0
Equation3108[x = (((y ◇ x) ◇ x) ◇ z) ◇ x],238,1568,4455,3125,0,0
Equation3112[x = (((y ◇ x) ◇ y) ◇ x) ◇ x],2,1644,4691,3049,0,0
Equation3113[x = (((y ◇ x) ◇ y) ◇ x) ◇ y],9,1496,4684,3197,0,0
Equation3115[x = (((y ◇ x) ◇ y) ◇ y) ◇ x],2,1570,4691,3123,0,0
Equation3116[x = (((y ◇ x) ◇ y) ◇ y) ◇ y],2,1546,4691,3147,0,0
Equation3122[x = (((y ◇ x) ◇ z) ◇ x) ◇ x],61,1591,4632,3102,0,0
Equation3139[x = (((y ◇ y) ◇ x) ◇ x) ◇ x],3,1655,4690,3038,0,0
Equation3140[x = (((y ◇ y) ◇ x) ◇ x) ◇ y],2,1496,4691,3197,0,0
Equation3142[x = (((y ◇ y) ◇ x) ◇ y) ◇ x],9,1571,4684,3122,0,0
Equation3143[x = (((y ◇ y) ◇ x) ◇ y) ◇ y],2,1518,4691,3175,0,0
Equation3145[x = (((y ◇ y) ◇ x) ◇ z) ◇ x],144,1568,4549,3125,0,0
Equation3149[x = (((y ◇ y) ◇ y) ◇ x) ◇ x],2,1591,4691,3102,0,0
Equation3150[x = (((y ◇ y) ◇ y) ◇ x) ◇ y],2,1555,4691,3138,0,0
Equation3152[x = (((y ◇ y) ◇ y) ◇ y) ◇ x],2,1621,4691,3072,0,0
Equation3161[x = (((y ◇ y) ◇ z) ◇ x) ◇ z],23,1514,4670,3179,0,0
Equation3180[x = (((y ◇ z) ◇ x) ◇ y) ◇ x],71,1568,4622,3125,0,0
Equation3197[x = (((y ◇ z) ◇ y) ◇ y) ◇ x],5,1569,4688,3124,0,0
Equation3201[x = (((y ◇ z) ◇ y) ◇ z) ◇ x],5,1580,4688,3113,0,0
Equation3214[x = (((y ◇ z) ◇ z) ◇ y) ◇ x],48,1582,4645,3111,0,0
Equation3253[x ◇ x = x ◇ (x ◇ (x ◇ x))],1,3029,4692,1664,0,0
Equation3254[x ◇ x = x ◇ (x ◇ (x ◇ y))],3,2360,4690,2333,0,0
Equation3255[x ◇ x = x ◇ (x ◇ (y ◇ x))],2,2626,4691,2067,0,0
Equation3256[x ◇ x = x ◇ (x ◇ (y ◇ y))],2,2456,4691,2237,0,0
Equation3257[x ◇ x = x ◇ (x ◇ (y ◇ z))],6,2344,4687,2349,0,0
Equation3258[x ◇ x = x ◇ (y ◇ (x ◇ x))],2,2632,4691,2061,0,0
Equation3259[x ◇ x = x ◇ (y ◇ (x ◇ y))],2,2391,4691,2302,0,0
Equation3260[x ◇ x = x ◇ (y ◇ (x ◇ z))],12,2305,4681,2388,0,0
Equation3261[x ◇ x = x ◇ (y ◇ (y ◇ x))],2,2663,4691,2030,0,0
Equation3262[x ◇ x = x ◇ (y ◇ (y ◇ y))],2,2343,4691,2350,0,0
Equation3263[x ◇ x = x ◇ (y ◇ (y ◇ z))],12,2306,4681,2387,0,0
Equation3264[x ◇ x = x ◇ (y ◇ (z ◇ x))],5,2554,4688,2139,0,0
Equation3265[x ◇ x = x ◇ (y ◇ (z ◇ y))],5,2306,4688,2387,0,0
Equation3267[x ◇ x = x ◇ (y ◇ (z ◇ w))],19,2302,4674,2391,0,0
Equation3268[x ◇ x = y ◇ (x ◇ (x ◇ x))],2,2219,4691,2474,0,0
Equation3269[x ◇ x = y ◇ (x ◇ (x ◇ y))],3,1950,4690,2743,0,0
Equation3270[x ◇ x = y ◇ (x ◇ (x ◇ z))],60,1922,4633,2771,0,0
Equation3271[x ◇ x = y ◇ (x ◇ (y ◇ x))],2,2188,4691,2505,0,0
Equation3272[x ◇ x = y ◇ (x ◇ (y ◇ y))],2,1955,4691,2738,0,0
Equation3273[x ◇ x = y ◇ (x ◇ (y ◇ z))],60,1921,4633,2772,0,0
Equation3274[x ◇ x = y ◇ (x ◇ (z ◇ x))],10,2163,4683,2530,0,0
Equation3275[x ◇ x = y ◇ (x ◇ (z ◇ y))],60,1922,4633,2771,0,0
Equation3277[x ◇ x = y ◇ (x ◇ (z ◇ w))],87,1919,4606,2774,0,0
Equation3278[x ◇ x = y ◇ (y ◇ (x ◇ x))],2,2320,4691,2373,0,0
Equation3279[x ◇ x = y ◇ (y ◇ (x ◇ y))],2,1930,4691,2763,0,0
Equation3280[x ◇ x = y ◇ (y ◇ (x ◇ z))],60,1922,4633,2771,0,0
Equation3281[x ◇ x = y ◇ (y ◇ (y ◇ x))],2,2171,4691,2522,0,0
Equation3282[x ◇ x = y ◇ (y ◇ (y ◇ y))],18,1991,4675,2702,0,0
Equation3283[x ◇ x = y ◇ (y ◇ (y ◇ z))],53,1927,4640,2766,0,0
Equation3284[x ◇ x = y ◇ (y ◇ (z ◇ x))],10,2163,4683,2530,0,0
Equation3285[x ◇ x = y ◇ (y ◇ (z ◇ y))],21,1929,4672,2764,0,0
Equation3288[x ◇ x = y ◇ (z ◇ (x ◇ x))],7,2218,4686,2475,0,0
